id,ticker,title,link,topic,published_est,market,begin_price,end_price,index_begin_price,index_end_price,daily_return,index_return,daily_alpha,actual_action,predicted_action,confidence
533,"CADL","Candel Therapeutics to Participate in the 2023 Jefferies Healthcare Conference","https://www.globenewswire.com/news-release/2023/06/05/2681910/0/en/Candel-Therapeutics-to-Participate-in-the-2023-Jefferies-Healthcare-Conference.html","Calendar of Events","2023-06-05 08:00:00","pre_market",2,2,428,428,0,0,0,"long","long",NaN
534,"CADL","Candel Therapeutics Receives FDA Fast Track Designation for CAN-2409 in Non-Small Cell Lung Cancer","https://www.globenewswire.com/news-release/2023/04/17/2647879/0/en/Candel-Therapeutics-Receives-FDA-Fast-Track-Designation-for-CAN-2409-in-Non-Small-Cell-Lung-Cancer.html","Regulatory information","2023-04-17 08:00:00","pre_market",1,2,412,412,0,-0,0,"long","long",NaN
535,"CADL","Candel Therapeutics Announces It Expects to Report Topline Data from its Phase 2 Clinical Trial of CAN-2409 in Non-Small Cell Lung Cancer in the Second Quarter of 2024","https://www.globenewswire.com/news-release/2023/06/13/2687074/0/en/Candel-Therapeutics-Announces-It-Expects-to-Report-Topline-Data-from-its-Phase-2-Clinical-Trial-of-CAN-2409-in-Non-Small-Cell-Lung-Cancer-in-the-Second-Quarter-of-2024.html","Clinical Study","2023-06-13 08:00:00","pre_market",2,2,434,435,-0,0,-0,"short","short",NaN
536,"CADL","Candel Therapeutics Appoints Experienced Manufacturing Leader Nicoletta Loggia, PhD, RPh to its Board of Directors","https://www.globenewswire.com/news-release/2023/06/08/2684701/0/en/Candel-Therapeutics-Appoints-Experienced-Manufacturing-Leader-Nicoletta-Loggia-PhD-RPh-to-its-Board-of-Directors.html","Directors and Officers","2023-06-08 08:00:00","pre_market",2,2,427,427,0,0,0,"long","long",NaN
537,"CADL","Candel Therapeutics to Participate in Guggenheim Healthcare Talks 2023 Oncology Day","https://www.globenewswire.com/news-release/2023/02/01/2599407/0/en/Candel-Therapeutics-to-Participate-in-Guggenheim-Healthcare-Talks-2023-Oncology-Day.html","Conference Calls/ Webcasts","2023-02-01 08:00:00","pre_market",3,3,406,405,0,-0,0,"long","long",NaN
521,"BXRX","Baudax Bio Announces Orphan Drug Designation Granted by U.S. FDA for TI-168 for the Treatment of Hemophilia A with Inhibitors","https://www.globenewswire.com/news-release/2023/09/28/2751180/0/en/Baudax-Bio-Announces-Orphan-Drug-Designation-Granted-by-U-S-FDA-for-TI-168-for-the-Treatment-of-Hemophilia-A-with-Inhibitors.html","Environmental, Social, and Governance Criteria","2023-09-28 08:00:00","pre_market",0,1,426,425,1,-0,1,"long","long",NaN
522,"BXRX","Baudax Bio Announces Date of Reconvened Annual Meeting","https://www.globenewswire.com/news-release/2023/06/06/2682905/0/en/Baudax-Bio-Announces-Date-of-Reconvened-Annual-Meeting.html","Calendar of Events","2023-06-06 09:00:00","pre_market",1,1,427,427,0,-0,0,"long","long",NaN
523,"BXRX","Baudax Bio Announces $1.9 Million Registered Direct Offering Priced At-The-Market under Nasdaq Rules","https://www.globenewswire.com/news-release/2023/08/17/2727199/0/en/Baudax-Bio-Announces-1-9-Million-Registered-Direct-Offering-Priced-At-The-Market-under-Nasdaq-Rules.html","Warrants and Certificates","2023-08-17 08:00:00","pre_market",1,1,440,441,-0,0,-0,"short","short",NaN
524,"BXRX","Baudax Bio to Participate in the H.C. Wainwright Global Investment Conference","https://www.globenewswire.com/news-release/2023/09/07/2739292/0/en/Baudax-Bio-to-Participate-in-the-H-C-Wainwright-Global-Investment-Conference.html","Calendar of Events","2023-09-07 08:00:00","pre_market",0,0,446,443,-0,-0,-0,"short","short",NaN
525,"BXRX","Baudax Bio Announces Distribution of Series C Preferred Stock to Holders of its Common Stock","https://www.globenewswire.com/news-release/2023/08/23/2730353/0/en/Baudax-Bio-Announces-Distribution-of-Series-C-Preferred-Stock-to-Holders-of-its-Common-Stock.html","Dividend Reports and Estimates","2023-08-23 08:00:00","pre_market",0,0,438,439,0,0,0,"long","long",NaN
526,"BXRX","Baudax Bio Announces Corporate Update","https://www.globenewswire.com/news-release/2023/10/18/2762296/0/en/Baudax-Bio-Announces-Corporate-Update.html","Corporate Action","2023-10-18 08:00:00","pre_market",0,0,436,434,0,-0,0,"long","long",NaN
553,"CAPR","Capricor Therapeutics Announces Appointment of Paul Auwaerter, M.D. to its Board of Directors","https://www.globenewswire.com/news-release/2023/07/13/2704319/0/en/Capricor-Therapeutics-Announces-Appointment-of-Paul-Auwaerter-M-D-to-its-Board-of-Directors.html","Directors and Officers","2023-07-13 08:30:00","pre_market",4,4,446,448,0,0,0,"long","long",NaN
547,"CADL","Candel Therapeutics to Host Virtual R&D Day on December 6, 2022","https://www.globenewswire.com/news-release/2022/11/29/2563926/0/en/Candel-Therapeutics-to-Host-Virtual-R-D-Day-on-December-6-2022.html","Calendar of Events","2022-11-29 08:00:00","pre_market",2,2,396,396,0,0,0,"long","long",NaN
539,"CADL","Candel Therapeutics Reports Encouraging Initial Survival Data from Phase 2 Clinical Trial of CAN-2409 in Non-Small Cell Lung Cancer","https://www.globenewswire.com/news-release/2023/09/26/2749459/0/en/Candel-Therapeutics-Reports-Encouraging-Initial-Survival-Data-from-Phase-2-Clinical-Trial-of-CAN-2409-in-Non-Small-Cell-Lung-Cancer.html","Clinical Study","2023-09-26 08:00:00","pre_market",1,1,432,429,0,-0,0,"long","long",NaN
540,"CADL","Candel Therapeutics Reports Second Quarter 2023 Financial Results and Recent Corporate Highlights","https://www.globenewswire.com/news-release/2023/08/10/2722588/0/en/Candel-Therapeutics-Reports-Second-Quarter-2023-Financial-Results-and-Recent-Corporate-Highlights.html","Earnings Releases and Operating Results","2023-08-10 08:00:00","pre_market",1,1,446,448,-0,0,-0,"short","short",NaN
542,"CADL","Candel Therapeutics Reports Third Quarter 2023 Financial Results and Recent Corporate Highlights","https://www.globenewswire.com/news-release/2023/11/09/2777291/0/en/Candel-Therapeutics-Reports-Third-Quarter-2023-Financial-Results-and-Recent-Corporate-Highlights.html","Clinical Study","2023-11-09 08:00:00","pre_market",1,1,437,438,0,0,0,"long","long",NaN
543,"CADL","Candel Therapeutics Announces Initial Positive Interim Data from Randomized Phase 2 Clinical Trial of CAN-2409 in Non-Metastatic Pancreatic Cancer","https://www.globenewswire.com/news-release/2023/11/03/2773326/0/en/Candel-Therapeutics-Announces-Initial-Positive-Interim-Data-from-Randomized-Phase-2-Clinical-Trial-of-CAN-2409-in-Non-Metastatic-Pancreatic-Cancer.html","Clinical Study","2023-11-03 12:00:00","market_open",1,1,433,435,-0,0,-0,"short","short",NaN
544,"CADL","Candel Therapeutics Announces Three Abstracts Accepted for Poster Presentations at SITC 2023 Annual Meeting","https://www.globenewswire.com/news-release/2023/09/27/2750513/0/en/Candel-Therapeutics-Announces-Three-Abstracts-Accepted-for-Poster-Presentations-at-SITC-2023-Annual-Meeting.html","Clinical Study","2023-09-27 09:40:00","market_open",1,1,427,426,-0,-0,-0,"short","short",NaN
545,"CADL","Candel Therapeutics Reports First Quarter 2023 Financial Results and Recent Corporate Highlights","https://www.globenewswire.com/news-release/2023/05/11/2666694/0/en/Candel-Therapeutics-Reports-First-Quarter-2023-Financial-Results-and-Recent-Corporate-Highlights.html","Earnings Releases and Operating Results","2023-05-11 08:00:00","pre_market",2,2,413,412,-0,-0,-0,"short","short",NaN
546,"CADL","Candel Therapeutics Announces Late-Breaking Oral Presentation at SITC Annual Meeting with Data on CAN-2409 in Combination with Nivolumab in a Phase 1 Mechanistic Clinical Trial in Patients with High-Grade Glioma","https://www.globenewswire.com/news-release/2022/11/11/2554350/0/en/Candel-Therapeutics-Announces-Late-Breaking-Oral-Presentation-at-SITC-Annual-Meeting-with-Data-on-CAN-2409-in-Combination-with-Nivolumab-in-a-Phase-1-Mechanistic-Clinical-Trial-in-.html","Product / Services Announcement","2022-11-11 12:00:00","market_open",2,2,396,399,0,0,0,"long","long",NaN
571,"CBAY","CymaBay Announces Proposed $150 Million Public Offering of Common Stock and Pre-Funded Warrants","https://www.globenewswire.com/news-release/2023/09/11/2740591/37067/en/CymaBay-Announces-Proposed-150-Million-Public-Offering-of-Common-Stock-and-Pre-Funded-Warrants.html","Warrants and Certificates","2023-09-11 06:00:00","pre_market",16,16,446,448,-0,0,-0,"short","short",NaN
548,"CADL","Candel Therapeutics to Participate in Upcoming B. Riley Oncology Conference","https://www.globenewswire.com/news-release/2023/01/12/2587826/0/en/Candel-Therapeutics-to-Participate-in-Upcoming-B-Riley-Oncology-Conference.html","Conference Calls/ Webcasts","2023-01-12 08:00:00","pre_market",2,2,396,397,0,0,0,"long","long",NaN
549,"CADL","Candel Therapeutics Sets Path to Success: Recent Achievements Pave the Way for a Promising 2024 Propelled by Key Value Drivers and Catalysts","https://www.globenewswire.com/news-release/2024/02/05/2823461/0/en/Candel-Therapeutics-Sets-Path-to-Success-Recent-Achievements-Pave-the-Way-for-a-Promising-2024-Propelled-by-Key-Value-Drivers-and-Catalysts.html","Product / Services Announcement","2024-02-05 08:00:00","pre_market",1,1,494,494,0,-0,0,"long","long",NaN
550,"CADL","Candel Therapeutics Receives FDA Fast Track Designation for CAN-2409 in Pancreatic Cancer","https://www.globenewswire.com/news-release/2023/12/12/2794671/0/en/Candel-Therapeutics-Receives-FDA-Fast-Track-Designation-for-CAN-2409-in-Pancreatic-Cancer.html","Product / Services Announcement","2023-12-12 08:00:00","pre_market",1,1,462,462,1,-0,1,"long","long",NaN
551,"CADL","CAN-3110 Receives FDA Fast Track Designation for Treatment of Recurrent High-Grade Glioma","https://www.globenewswire.com/news-release/2024/02/13/2828140/0/en/CAN-3110-Receives-FDA-Fast-Track-Designation-for-Treatment-of-Recurrent-High-Grade-Glioma.html","Health","2024-02-13 07:30:00","pre_market",1,1,501,495,0,-0,0,"long","long",NaN
569,"CBAY","CymaBay Therapeutics to Present at the SVB Securities Global Biopharma Conference","https://www.globenewswire.com/news-release/2023/02/06/2602017/37067/en/CymaBay-Therapeutics-to-Present-at-the-SVB-Securities-Global-Biopharma-Conference.html","Conference Calls/ Webcasts","2023-02-06 08:00:00","pre_market",9,9,412,410,0,-0,0,"long","long",NaN
570,"CBAY","CymaBay Therapeutics to Present at the Oppenheimer 33rd Annual Healthcare Conference","https://www.globenewswire.com/news-release/2023/03/01/2618131/37067/en/CymaBay-Therapeutics-to-Present-at-the-Oppenheimer-33rd-Annual-Healthcare-Conference.html","Trade Show","2023-03-01 08:00:00","pre_market",8,8,396,395,0,-0,0,"long","short",NaN
555,"CAPR","Capricor Therapeutics Appoints Michael Kelliher to Board of Directors","https://www.globenewswire.com/news-release/2023/09/06/2738485/0/en/Capricor-Therapeutics-Appoints-Michael-Kelliher-to-Board-of-Directors.html","Directors and Officers","2023-09-06 09:00:00","pre_market",6,6,449,448,0,-0,0,"long","short",NaN
556,"CAPR","Capricor Therapeutics Announces Positive Type-B Meeting with the FDA to Discuss Pathway to BLA for CAP-1002 in Duchenne Muscular Dystrophy","https://www.globenewswire.com/news-release/2023/09/29/2751919/0/en/Capricor-Therapeutics-Announces-Positive-Type-B-Meeting-with-the-FDA-to-Discuss-Pathway-to-BLA-for-CAP-1002-in-Duchenne-Muscular-Dystrophy.html","Conference Calls/ Webcasts","2023-09-29 07:30:00","pre_market",6,4,429,432,-0,0,-0,"short","short",NaN
557,"CAPR","Capricor Therapeutics to Present Third Quarter 2023 Financial Results and Recent Corporate Update on November 14","https://www.globenewswire.com/news-release/2023/11/07/2775233/0/en/Capricor-Therapeutics-to-Present-Third-Quarter-2023-Financial-Results-and-Recent-Corporate-Update-on-November-14.html","Conference Calls/ Webcasts","2023-11-07 09:15:00","pre_market",3,3,436,436,-0,0,-0,"short","short",NaN
558,"CAPR","Capricor Therapeutics to Present Fourth Quarter and Full Year 2022 Financial Results and Recent Corporate Update on March 15","https://www.globenewswire.com/news-release/2023/03/08/2623124/0/en/Capricor-Therapeutics-to-Present-Fourth-Quarter-and-Full-Year-2022-Financial-Results-and-Recent-Corporate-Update-on-March-15.html","Conference Calls/ Webcasts","2023-03-08 09:00:00","pre_market",5,5,398,398,0,0,0,"long","long",NaN
559,"CAPR","Capricor Announces Peer-Reviewed Publication Demonstrating the Therapeutic Potential of Exosome-Based Multivalent Vaccine Developed from its StealthX™ Platform","https://www.globenewswire.com/news-release/2023/04/27/2656431/0/en/Capricor-Announces-Peer-Reviewed-Publication-Demonstrating-the-Therapeutic-Potential-of-Exosome-Based-Multivalent-Vaccine-Developed-from-its-StealthX-Platform.html","Product / Services Announcement","2023-04-27 09:00:00","pre_market",4,4,404,407,0,0,0,"long","long",NaN
560,"CAPR","Capricor Therapeutics Announces Late-Breaking Presentations at 28th Annual Congress of the World Muscle Society","https://www.globenewswire.com/news-release/2023/10/10/2757546/0/en/Capricor-Therapeutics-Announces-Late-Breaking-Presentations-at-28th-Annual-Congress-of-the-World-Muscle-Society.html","Health","2023-10-10 09:00:00","pre_market",3,3,432,433,-0,0,-0,"short","short",NaN
561,"CAPR","Capricor Therapeutics to Present First Quarter 2023 Financial Results and Recent Corporate Update on May 11","https://www.globenewswire.com/news-release/2023/05/04/2661614/0/en/Capricor-Therapeutics-to-Present-First-Quarter-2023-Financial-Results-and-Recent-Corporate-Update-on-May-11.html","Calendar of Events","2023-05-04 09:00:00","pre_market",4,4,408,407,-0,-0,-0,"short","short",NaN
562,"CAPR","Capricor Therapeutics to Present 24-Month Results from Ongoing HOPE-2 Open Label Extension Study of CAP-1002 in Duchenne Muscular Dystrophy","https://www.globenewswire.com/news-release/2023/06/13/2687234/0/en/Capricor-Therapeutics-to-Present-24-Month-Results-from-Ongoing-HOPE-2-Open-Label-Extension-Study-of-CAP-1002-in-Duchenne-Muscular-Dystrophy.html","Conference Calls/ Webcasts","2023-06-13 09:15:00","pre_market",5,5,434,435,0,0,0,"long","long",NaN
563,"CAPR","Capricor Therapeutics Announces Appointment of Philip J. Gotwals, Ph.D. to its Board of Directors","https://www.globenewswire.com/news-release/2023/07/24/2709506/0/en/Capricor-Therapeutics-Announces-Appointment-of-Philip-J-Gotwals-Ph-D-to-its-Board-of-Directors.html","Management Changes","2023-07-24 08:30:00","pre_market",5,5,452,453,0,0,0,"long","short",NaN
564,"CAPR","Capricor Therapeutics Receives Clinical Research Forum’s 2023 Top Ten Clinical Research Achievement Award","https://www.globenewswire.com/news-release/2023/03/02/2619446/0/en/Capricor-Therapeutics-Receives-Clinical-Research-Forum-s-2023-Top-Ten-Clinical-Research-Achievement-Award.html","Contests/Awards","2023-03-02 09:15:00","pre_market",5,5,395,393,0,-0,0,"long","long",NaN
565,"CAPR","Capricor Therapeutics Announces $23 Million Registered Direct Offering","https://www.globenewswire.com/news-release/2023/09/29/2751922/0/en/Capricor-Therapeutics-Announces-23-Million-Registered-Direct-Offering.html","Partnerships","2023-09-29 07:35:00","pre_market",6,4,429,432,-0,0,-0,"short","short",NaN
566,"CAPR","Capricor Therapeutics Announces Collaboration with the National Institutes of Health for Clinical Trial of Novel Exosome-Based Multivalent Vaccine for SARS-CoV-2","https://www.globenewswire.com/news-release/2024/01/24/2815446/0/en/Capricor-Therapeutics-Announces-Collaboration-with-the-National-Institutes-of-Health-for-Clinical-Trial-of-Novel-Exosome-Based-Multivalent-Vaccine-for-SARS-CoV-2.html","Clinical Study","2024-01-24 09:15:00","pre_market",4,4,485,488,0,0,0,"long","long",NaN
567,"CAPR","Capricor Therapeutics Announces Continuation of Phase 3 HOPE-3 Trial of CAP-1002 in Duchenne Muscular Dystrophy Based on Completion of Interim Futility Analysis","https://www.globenewswire.com/news-release/2023/12/11/2793907/0/en/Capricor-Therapeutics-Announces-Continuation-of-Phase-3-HOPE-3-Trial-of-CAP-1002-in-Duchenne-Muscular-Dystrophy-Based-on-Completion-of-Interim-Futility-Analysis.html","Product / Services Announcement","2023-12-11 09:00:00","pre_market",4,4,460,460,0,-0,0,"long","long",NaN
584,"CCCC","C4 Therapeutics Appoints Experienced Clinical Development Leaders Laura Bessen, M.D. and Donna Grogan, M.D. to Board of Directors","https://www.globenewswire.com/news-release/2022/08/02/2490309/0/en/C4-Therapeutics-Appoints-Experienced-Clinical-Development-Leaders-Laura-Bessen-M-D-and-Donna-Grogan-M-D-to-Board-of-Directors.html","Directors and Officers","2022-08-02 08:00:00","pre_market",9,9,411,409,-0,-0,-0,"short","short",NaN
585,"CCCC","C4 Therapeutics Reports First Quarter 2023 Financial Results and Recent Business Highlights","https://www.globenewswire.com/news-release/2023/05/04/2661295/0/en/C4-Therapeutics-Reports-First-Quarter-2023-Financial-Results-and-Recent-Business-Highlights.html","Earnings Releases and Operating Results","2023-05-04 07:00:00","pre_market",3,3,408,407,0,-0,0,"long","long",NaN
586,"CCCC","C4 Therapeutics Announces Upcoming Data Presentations for CFT8634, an Orally Bioavailable BiDAC™ Degrader in Development for Synovial Sarcoma and SMARCB1-Null Tumors, and CFT7455, an Orally Bioavailable MonoDAC™ Degrader in Development for Multiple Myeloma and Non-Hodgkin’s Lymphoma","https://www.globenewswire.com/news-release/2023/10/11/2758207/0/en/C4-Therapeutics-Announces-Upcoming-Data-Presentations-for-CFT8634-an-Orally-Bioavailable-BiDAC-Degrader-in-Development-for-Synovial-Sarcoma-and-SMARCB1-Null-Tumors-and-CFT7455-an-O.html","Health","2023-10-11 07:00:00","pre_market",2,2,435,436,0,0,0,"long","long",NaN
587,"CCCC","C4 Therapeutics to Present at Bank of America Securities Precision Oncology Conference 2022","https://www.globenewswire.com/news-release/2022/09/26/2522365/0/en/C4-Therapeutics-to-Present-at-Bank-of-America-Securities-Precision-Oncology-Conference-2022.html","Calendar of Events","2022-09-26 07:00:00","pre_market",9,9,368,366,0,-0,0,"long","long",NaN
572,"CBAY","Seladelpar Granted Revised Breakthrough Therapy Designation for the Treatment of Primary Biliary Cholangitis Including Pruritus in Patients Without Cirrhosis or With Compensated Cirrhosis","https://www.globenewswire.com/news-release/2023/10/23/2764648/37067/en/Seladelpar-Granted-Revised-Breakthrough-Therapy-Designation-for-the-Treatment-of-Primary-Biliary-Cholangitis-Including-Pruritus-in-Patients-Without-Cirrhosis-or-With-Compensated-Ci.html","Research Analysis and Reports","2023-10-23 08:00:00","pre_market",14,14,421,420,-0,-0,0,"long","long",NaN
573,"CBAY","CymaBay Names Harish Shantharam Chief Financial Officer","https://www.globenewswire.com/news-release/2023/05/09/2664385/37067/en/CymaBay-Names-Harish-Shantharam-Chief-Financial-Officer.html","Directors and Officers","2023-05-09 08:00:00","pre_market",10,10,413,411,-0,-0,-0,"short","short",NaN
574,"CBAY","CymaBay’s RESPONSE Phase 3 Data Evaluating Seladelpar for Primary Biliary Cholangitis to be Featured in an Oral Late-Breaking Presentation at The Liver Meeting® 2023","https://www.globenewswire.com/news-release/2023/10/18/2762280/37067/en/CymaBay-s-RESPONSE-Phase-3-Data-Evaluating-Seladelpar-for-Primary-Biliary-Cholangitis-to-be-Featured-in-an-Oral-Late-Breaking-Presentation-at-The-Liver-Meeting-2023.html","Clinical Study","2023-10-18 08:00:00","pre_market",14,14,436,434,-0,-0,-0,"short","short",NaN
575,"CBAY","CymaBay Therapeutics to Report First Quarter of 2023 Financial Results on Monday, May 15, 2023","https://www.globenewswire.com/news-release/2023/05/10/2665485/37067/en/CymaBay-Therapeutics-to-Report-First-Quarter-of-2023-Financial-Results-on-Monday-May-15-2023.html","Calendar of Events","2023-05-10 08:00:00","pre_market",10,10,411,414,0,0,-0,"short","long",NaN
576,"CBAY","CymaBay Therapeutics Announces Publication of Results From the ENHANCE, Phase 3 Study of Seladelpar in Patients with Primary Biliary Cholangitis (PBC)","https://www.globenewswire.com/news-release/2023/04/21/2651878/37067/en/CymaBay-Therapeutics-Announces-Publication-of-Results-From-the-ENHANCE-Phase-3-Study-of-Seladelpar-in-Patients-with-Primary-Biliary-Cholangitis-PBC.html","Research Analysis and Reports","2023-04-21 08:00:00","pre_market",10,10,412,412,0,0,0,"long","long",NaN
577,"CBAY","CymaBay Therapeutics to Present at the H.C. Wainwright BioConnect Investor Conference at NASDAQ","https://www.globenewswire.com/news-release/2023/04/17/2647862/37067/en/CymaBay-Therapeutics-to-Present-at-the-H-C-Wainwright-BioConnect-Investor-Conference-at-NASDAQ.html","Trade Show","2023-04-17 08:00:00","pre_market",9,9,412,412,0,-0,0,"long","short",NaN
578,"CBAY","CymaBay Announces Publication of Two-year Safety and Efficacy Results of Seladelpar in Patients with Primary Biliary Cholangitis","https://www.globenewswire.com/news-release/2023/11/01/2771113/37067/en/CymaBay-Announces-Publication-of-Two-year-Safety-and-Efficacy-Results-of-Seladelpar-in-Patients-with-Primary-Biliary-Cholangitis.html","Clinical Study","2023-11-01 08:00:00","pre_market",16,16,418,419,0,0,-0,"short","short",NaN
579,"CBAY","CymaBay Therapeutics to Present at the Cantor Global Healthcare Conference","https://www.globenewswire.com/news-release/2023/09/15/2743947/37067/en/CymaBay-Therapeutics-to-Present-at-the-Cantor-Global-Healthcare-Conference.html","Conference Calls/ Webcasts","2023-09-15 08:00:00","pre_market",17,17,450,447,0,-0,0,"long","long",NaN
580,"CBAY","CymaBay Initiates AFFIRM, a Phase 3b/4 Study Evaluating the Effect of Seladelpar on Clinical Outcomes in Patients with Cirrhosis due to Primary Biliary Cholangitis","https://www.globenewswire.com/news-release/2023/09/21/2747218/37067/en/CymaBay-Initiates-AFFIRM-a-Phase-3b-4-Study-Evaluating-the-Effect-of-Seladelpar-on-Clinical-Outcomes-in-Patients-with-Cirrhosis-due-to-Primary-Biliary-Cholangitis.html","Clinical Study","2023-09-21 08:00:00","pre_market",15,14,439,436,-0,-0,-0,"short","short",NaN
581,"CBAY","CymaBay Therapeutics to Participate in Upcoming Investment Conferences","https://www.globenewswire.com/news-release/2024/01/31/2821052/37067/en/CymaBay-Therapeutics-to-Participate-in-Upcoming-Investment-Conferences.html","Conference Calls/ Webcasts","2024-01-31 08:00:00","pre_market",24,24,491,489,0,-0,0,"long","long",NaN
588,"CCCC","C4 Therapeutics Reports Third Quarter 2023 Financial Results and Recent Business Highlights","https://www.globenewswire.com/news-release/2023/11/01/2770978/0/en/C4-Therapeutics-Reports-Third-Quarter-2023-Financial-Results-and-Recent-Business-Highlights.html","Earnings Releases and Operating Results","2023-11-01 07:00:00","pre_market",1,2,418,419,0,0,0,"long","long",NaN
589,"CCCC","C4 Therapeutics Reports Second Quarter 2022 Financial Results and Recent Business Highlights","https://www.globenewswire.com/news-release/2022/08/04/2492273/0/en/C4-Therapeutics-Reports-Second-Quarter-2022-Financial-Results-and-Recent-Business-Highlights.html","Earnings Releases and Operating Results","2022-08-04 08:00:00","pre_market",11,11,414,414,-0,-0,-0,"short","short",NaN
591,"CCCC","C4 Therapeutics Reports Fourth Quarter and Full Year 2022 Financial Results and Recent Business Highlights","https://www.globenewswire.com/news-release/2023/02/23/2614105/0/en/C4-Therapeutics-Reports-Fourth-Quarter-and-Full-Year-2022-Financial-Results-and-Recent-Business-Highlights.html","Calendar of Events","2023-02-23 07:00:00","pre_market",6,6,399,402,-0,0,-0,"short","short",NaN
592,"CCCC","C4 Therapeutics Receives Study May Proceed Letter from U.S. FDA to Initiate Phase 1/2 Clinical Trial of CFT1946, an Orally Bioavailable BiDAC™ Degrader, in BRAF-V600 Mutant Solid Cancers","https://www.globenewswire.com/news-release/2022/09/29/2525008/0/en/C4-Therapeutics-Receives-Study-May-Proceed-Letter-from-U-S-FDA-to-Initiate-Phase-1-2-Clinical-Trial-of-CFT1946-an-Orally-Bioavailable-BiDAC-Degrader-in-BRAF-V600-Mutant-Solid-Cance.html","Regulatory information","2022-09-29 07:00:00","pre_market",9,9,371,367,-0,-0,-0,"short","short",NaN
593,"CCCC","C4 Therapeutics Announces Inducement Grants Under Nasdaq Listing Rule 5635(c)(4)","https://www.globenewswire.com/news-release/2023/07/17/2705168/0/en/C4-Therapeutics-Announces-Inducement-Grants-Under-Nasdaq-Listing-Rule-5635-c-4.html","Management statements","2023-07-17 07:00:00","pre_market",3,3,449,449,0,-0,0,"long","short",NaN
594,"CCCC","C4 Therapeutics Strengthens Board of Directors with Owen Hughes Appointment","https://www.globenewswire.com/news-release/2023/11/20/2783101/0/en/C4-Therapeutics-Strengthens-Board-of-Directors-with-Owen-Hughes-Appointment.html","Directors and Officers","2023-11-20 07:00:00","pre_market",2,2,451,451,0,-0,0,"long","long",NaN
595,"CCCC","C4 Therapeutics Announces 2023 Strategic Priorities to Advance Portfolio of Targeted Protein Degradation Medicines","https://www.globenewswire.com/news-release/2023/01/09/2585029/0/en/C4-Therapeutics-Announces-2023-Strategic-Priorities-to-Advance-Portfolio-of-Targeted-Protein-Degradation-Medicines.html","Research Analysis and Reports","2023-01-09 07:00:00","pre_market",7,7,388,390,0,0,0,"long","long",NaN
596,"CCCC","C4 Therapeutics to Host Webcast to Present New Dose Escalation Data from CFT7455 Phase 1 Study in Relapsed/Refractory Multiple Myeloma","https://www.globenewswire.com/news-release/2023/11/28/2786797/0/en/C4-Therapeutics-to-Host-Webcast-to-Present-New-Dose-Escalation-Data-from-CFT7455-Phase-1-Study-in-Relapsed-Refractory-Multiple-Myeloma.html","Clinical Study","2023-11-28 07:00:00","pre_market",2,2,454,454,0,-0,0,"long","long",NaN
597,"CCCC","C4 Therapeutics Announces First Patient Dosed in Phase 1/2 Clinical Trial Evaluating CFT1946, an Orally Bioavailable BiDAC™ Degrader, in BRAF V600 Mutant Solid Tumors","https://www.globenewswire.com/news-release/2023/01/30/2597422/0/en/C4-Therapeutics-Announces-First-Patient-Dosed-in-Phase-1-2-Clinical-Trial-Evaluating-CFT1946-an-Orally-Bioavailable-BiDAC-Degrader-in-BRAF-V600-Mutant-Solid-Tumors.html","Clinical Study","2023-01-30 07:00:00","pre_market",8,8,406,403,-0,-0,-0,"short","short",NaN
598,"CCCC","C4 Therapeutics Reports Third Quarter 2022 Financial Results and Recent Business Highlights","https://www.globenewswire.com/news-release/2022/11/03/2547375/0/en/C4-Therapeutics-Reports-Third-Quarter-2022-Financial-Results-and-Recent-Business-Highlights.html","Earnings Releases and Operating Results","2022-11-03 07:00:00","pre_market",10,9,375,371,-0,-0,-0,"short","long",NaN
599,"CCCC","C4 Therapeutics to Present at Two Virtual February 2023 Conferences","https://www.globenewswire.com/news-release/2023/02/08/2603789/0/en/C4-Therapeutics-to-Present-at-Two-Virtual-February-2023-Conferences.html","Calendar of Events","2023-02-08 07:00:00","pre_market",6,6,415,413,0,-0,0,"long","long",NaN
600,"CCCC","C4 Therapeutics Announces License and Research Collaboration with Merck to Discover and Develop Degrader-Antibody Conjugates (DACs)","https://www.globenewswire.com/news-release/2023/12/12/2794588/0/en/C4-Therapeutics-Announces-License-and-Research-Collaboration-with-Merck-to-Discover-and-Develop-Degrader-Antibody-Conjugates-DACs.html","Product / Services Announcement","2023-12-12 07:00:00","pre_market",1,2,462,462,1,-0,1,"long","long",NaN
601,"CCCC","C4 Therapeutics to Present at the 42nd Annual J.P. Morgan Healthcare Conference","https://www.globenewswire.com/news-release/2024/01/04/2803847/0/en/C4-Therapeutics-to-Present-at-the-42nd-Annual-J-P-Morgan-Healthcare-Conference.html","Conference Calls/ Webcasts","2024-01-04 07:00:00","pre_market",6,6,469,468,0,-0,0,"long","short",NaN
610,"CDTX","Cidara Therapeutics Receives U.S. FDA Fast Track Designation for CD388, a Novel Drug-Fc Conjugate Targeting Influenza A and B","https://www.globenewswire.com/news-release/2023/06/22/2692856/0/en/Cidara-Therapeutics-Receives-U-S-FDA-Fast-Track-Designation-for-CD388-a-Novel-Drug-Fc-Conjugate-Targeting-Influenza-A-and-B.html","Product / Services Announcement","2023-06-22 08:00:00","pre_market",1,1,435,434,0,-0,0,"long","long",NaN
